winner,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,t1_towerKills,t1_inhibitorKills,t1_baronKills,t1_dragonKills,t1_riftHeraldKills,t1_ban1,t1_ban2,t1_ban3,t1_ban4,t1_ban5,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills,t2_ban1,t2_ban2,t2_ban3,t2_ban4,t2_ban5
2,2,2,2,0,2,2,0,0,0,0,0,75,53,24,114,157,11,3,0,1,1,53,119,11,157,122
1,1,1,1,0,1,0,10,2,0,4,0,119,122,114,3,96,2,0,0,0,0,26,157,114,498,154
2,2,2,2,2,2,2,2,0,0,0,0,113,18,134,122,31,11,2,1,3,1,40,141,119,131,126
1,2,1,1,1,2,1,10,1,1,1,1,38,29,122,40,18,2,0,0,1,0,18,113,40,29,114
2,1,1,2,0,2,2,2,0,0,0,0,126,51,31,23,38,10,2,0,2,1,157,113,498,11,119
2,1,1,2,2,2,2,4,0,0,0,0,53,238,11,157,23,9,3,1,3,1,105,86,31,75,11
2,2,1,2,2,2,0,4,0,0,0,0,40,31,113,157,238,9,1,1,4,0,117,40,92,245,119
1,2,1,1,0,2,2,7,1,0,1,0,29,420,412,240,164,1,0,0,1,1,23,238,11,90,18
2,2,2,2,2,1,2,4,0,0,1,0,18,103,90,141,157,11,4,1,2,1,75,157,90,18,11
2,1,2,2,0,2,0,0,0,0,0,0,114,117,55,164,157,10,2,0,1,0,154,105,498,114,164
2,1,1,2,2,2,2,7,1,0,1,0,114,134,103,51,157,8,3,3,4,1,154,122,498,157,69
2,1,2,2,0,2,0,2,0,0,0,0,154,114,92,157,245,10,2,0,4,0,236,90,154,134,498
2,2,2,0,0,0,0,1,0,0,0,0,114,103,516,141,202,2,0,0,0,0,31,105,53,40,75
1,1,1,0,0,1,0,5,0,0,3,0,40,238,51,92,31,2,0,0,0,0,40,57,31,238,150
2,1,2,0,0,1,0,1,0,0,2,0,67,240,122,17,105,6,0,0,0,0,154,114,80,25,157
2,1,1,2,0,1,1,4,0,0,1,1,64,114,497,75,53,10,2,0,2,0,105,58,11,238,154
2,1,1,2,1,2,1,5,0,1,1,1,150,103,202,119,31,9,1,1,2,0,122,114,40,75,18
2,2,1,2,0,1,1,3,0,0,1,1,8,67,61,16,157,6,1,0,1,0,29,67,114,18,17
1,1,1,1,1,2,0,7,1,1,1,0,141,114,55,53,119,2,0,0,1,0,11,238,92,67,89
1,2,1,1,0,1,1,7,1,0,2,1,141,58,60,154,114,0,0,0,0,0,238,114,80,126,119
1,1,2,1,1,1,0,8,1,1,3,0,80,40,53,238,122,4,0,0,1,0,53,24,59,114,157
2,2,2,2,2,2,2,0,0,0,0,0,134,82,238,69,67,10,3,1,2,1,17,119,18,412,57
2,2,1,2,2,2,0,3,0,0,2,0,122,157,24,18,150,11,4,2,2,0,105,157,92,63,32
2,2,0,0,0,0,0,0,0,0,0,0,53,238,122,31,64,0,0,0,0,0,51,61,245,238,150
1,2,2,2,1,2,0,7,1,1,1,0,119,53,202,6,157,7,2,0,3,0,111,1,122,35,157
2,1,2,1,2,2,0,10,2,0,3,0,67,31,90,238,40,10,2,2,2,0,154,31,18,412,75
1,2,1,1,0,1,1,11,3,0,2,1,84,75,516,150,89,0,0,0,0,0,105,17,201,107,31
2,2,2,2,0,2,2,0,0,0,0,0,154,67,63,61,157,9,2,0,2,1,23,19,119,412,122
1,2,1,1,1,1,1,11,2,1,2,1,236,122,238,103,497,2,0,0,0,0,141,114,27,157,64
1,1,1,0,0,2,0,5,0,0,1,0,50,8,67,89,157,1,0,0,1,0,23,117,11,51,103
1,1,1,0,0,1,0,6,0,0,2,0,141,114,157,53,121,0,0,0,0,0,16,92,201,245,84
2,2,1,2,2,1,2,2,0,1,1,0,238,498,24,119,31,11,3,1,4,1,15,69,67,57,24
2,2,2,0,0,2,2,0,0,0,0,0,31,57,38,18,16,5,0,0,2,1,29,24,154,18,28
2,2,2,2,2,2,0,0,0,0,0,0,119,122,114,24,105,11,3,1,3,0,154,238,105,11,91
1,1,1,1,1,1,1,9,2,1,3,1,-1,53,31,122,51,2,0,0,0,0,238,61,113,31,154
2,1,1,2,2,1,0,4,0,0,2,0,157,238,114,32,25,7,1,1,1,0,84,236,157,122,29
1,1,1,0,0,1,0,4,0,0,1,0,119,24,53,113,134,1,0,0,0,0,51,105,24,6,119
2,1,2,2,2,1,1,5,0,0,2,1,17,51,122,157,117,10,2,1,1,0,154,6,157,31,114
1,2,2,2,0,2,0,7,1,0,0,0,11,105,67,114,154,8,1,0,2,0,67,8,40,238,61
2,2,2,2,0,2,2,0,0,0,0,0,498,238,40,16,23,10,2,0,2,1,24,157,40,238,67
1,1,2,1,1,1,1,6,1,1,2,1,29,18,154,53,60,5,0,0,0,0,31,53,141,90,24
2,1,2,2,0,2,1,0,0,0,1,1,412,114,40,69,31,8,1,0,1,0,75,117,157,164,154
1,2,1,1,0,1,1,10,2,0,2,1,53,23,122,24,238,0,0,0,1,0,16,32,119,84,83
1,1,1,1,0,0,1,10,1,0,0,1,16,113,150,31,141,0,0,0,0,0,498,-1,40,53,-1
1,1,1,1,2,2,1,10,1,0,2,1,51,75,40,141,21,2,0,1,2,0,17,105,19,39,55
1,2,1,1,1,2,2,10,3,1,1,0,117,238,143,31,91,4,0,0,3,1,-1,-1,106,154,31
1,1,1,1,1,2,0,8,1,1,1,0,40,91,157,75,238,1,0,0,2,0,29,84,141,67,117
2,1,1,2,2,2,1,4,0,0,1,1,117,157,238,96,29,8,1,2,3,0,119,-1,121,157,117
2,2,1,0,0,1,0,1,0,0,2,0,141,105,119,53,122,3,0,0,0,0,122,53,84,516,238
2,2,1,2,2,1,2,3,0,0,1,0,29,40,33,31,114,11,2,1,1,1,92,6,38,117,29
1,1,1,1,1,1,1,10,2,1,2,1,238,56,154,55,51,0,0,0,0,0,117,126,157,18,114
1,1,1,1,1,1,0,9,3,1,4,0,31,40,67,498,119,3,0,1,1,0,154,59,90,122,40
1,1,1,0,0,1,0,3,0,0,2,0,157,245,21,58,51,0,0,0,0,0,85,236,141,27,201
2,2,2,2,2,1,0,4,0,0,1,0,157,105,164,31,18,7,1,1,1,0,18,62,75,53,11
2,1,2,2,0,2,0,0,0,0,0,0,141,119,238,157,134,9,3,0,2,0,18,105,53,90,157
2,2,2,2,2,1,2,0,0,0,1,0,11,122,157,412,119,11,3,1,2,1,48,51,105,122,154
2,1,1,2,2,2,2,7,0,1,3,0,201,29,131,11,157,11,5,2,2,1,40,18,11,117,8
2,1,2,2,0,2,1,0,0,0,0,1,23,31,53,105,157,10,2,0,2,0,119,40,11,3,122
2,2,2,0,0,2,0,0,0,0,0,0,-1,412,516,29,79,6,0,0,2,0,31,7,96,150,60
2,2,2,2,2,1,2,1,0,0,2,0,105,10,5,154,23,10,2,1,1,1,23,84,238,51,19
2,2,2,0,0,0,2,1,0,0,0,0,64,412,10,154,6,4,0,0,0,1,17,498,54,1,238
1,1,1,1,0,1,1,9,2,0,1,1,31,40,113,57,51,2,0,0,0,0,18,202,141,40,57
1,1,1,1,1,1,2,10,1,1,4,0,154,11,238,105,18,2,0,0,0,1,18,103,40,31,29
2,2,1,1,0,1,0,5,1,0,1,0,31,119,67,117,53,9,1,0,2,0,31,157,55,113,40
2,2,2,2,2,1,2,1,0,0,1,0,53,157,29,119,40,10,3,1,2,1,18,238,57,8,157
1,1,1,1,1,1,2,11,3,1,2,0,38,117,113,498,40,4,0,0,1,1,40,29,31,85,117
2,2,2,2,0,2,2,1,0,0,0,0,75,31,25,122,39,8,2,0,3,1,119,53,75,238,122
1,2,2,0,1,2,2,5,0,1,1,0,39,-1,29,117,113,4,0,0,1,1,40,141,96,119,498
2,2,2,2,0,2,0,0,0,0,0,0,75,57,67,105,53,11,3,0,2,0,157,33,40,133,64
2,2,2,2,2,2,2,5,0,0,2,0,80,117,53,420,157,9,2,2,3,1,161,114,105,154,17
2,2,2,2,1,2,0,5,0,1,0,0,238,143,53,67,114,9,2,0,3,0,201,119,29,105,516
1,2,1,1,0,1,1,11,3,0,3,1,122,89,90,23,25,2,0,0,1,0,31,89,23,53,57
2,1,1,2,2,2,2,1,0,0,0,0,40,157,-1,117,29,7,1,1,3,1,40,31,75,157,266
2,2,1,1,1,1,2,8,1,1,4,0,8,427,143,80,119,8,1,0,0,1,98,114,238,57,67
1,2,1,1,1,2,1,9,1,1,3,1,268,29,105,119,157,4,0,0,1,0,157,105,412,53,154
2,2,2,2,0,0,2,0,0,0,0,0,117,122,18,497,16,8,2,0,0,1,31,113,40,150,238
2,2,2,2,0,2,2,1,0,0,0,0,141,18,75,29,58,8,1,0,2,1,238,18,51,117,31
1,1,1,1,0,1,1,11,2,0,2,1,11,40,51,16,18,0,0,0,0,0,10,238,117,18,40
1,1,1,1,1,2,1,10,2,1,2,1,11,75,238,67,84,1,0,0,1,0,61,6,238,119,11
2,2,2,2,2,2,2,1,0,0,1,0,122,11,40,238,84,11,4,1,1,1,59,19,31,53,75
1,1,1,1,1,2,1,9,1,1,1,1,55,86,157,122,141,1,0,0,2,0,44,58,92,29,119
2,2,1,2,2,2,0,3,0,0,2,0,119,-1,6,31,134,9,1,1,3,0,114,238,6,80,27
2,2,2,2,0,2,2,2,0,0,0,0,122,103,90,114,119,8,1,0,2,1,84,105,157,18,19
1,1,1,1,0,1,0,11,3,0,2,0,69,238,17,29,3,1,0,0,0,0,41,11,122,90,5
1,2,2,1,2,2,0,7,1,0,2,0,105,40,119,141,157,5,0,1,2,0,51,238,67,134,17
2,1,2,2,2,2,2,3,0,0,0,0,157,238,19,122,141,10,2,1,2,1,51,141,31,122,119
2,1,2,2,1,2,0,4,0,1,1,0,16,150,238,21,53,6,1,0,3,0,114,30,29,40,238
2,2,2,2,0,2,0,0,0,0,0,0,103,64,236,-1,134,7,1,0,1,0,154,114,143,119,67
2,0,0,0,0,0,0,0,0,0,0,0,105,122,64,236,1,0,0,0,0,0,238,103,122,19,157
2,2,1,2,1,1,1,4,0,1,3,1,238,420,150,157,131,8,1,1,0,0,53,141,29,51,69
2,2,1,2,1,2,2,7,1,1,1,0,40,51,114,105,516,11,4,2,5,1,122,157,36,55,64
1,2,1,1,1,1,1,10,2,1,2,1,29,38,57,40,113,2,0,0,0,0,238,11,29,92,113
2,1,2,2,2,1,0,2,0,0,1,0,238,79,29,119,31,8,1,1,1,0,40,69,122,154,117
2,0,0,0,0,0,0,0,0,0,0,0,154,245,223,157,134,0,0,0,0,0,164,154,105,79,157
2,1,2,0,2,2,2,3,0,0,0,0,114,516,117,75,31,5,0,1,3,1,238,117,516,154,53
1,1,2,1,1,2,0,10,2,1,1,0,119,143,122,75,141,3,0,0,3,0,122,119,61,40,31
2,2,2,0,0,2,0,1,0,0,0,0,11,150,38,64,79,4,0,0,1,0,64,157,154,51,240
2,2,1,2,2,2,0,4,0,0,1,0,164,31,40,157,19,11,3,2,3,0,150,29,81,55,119
2,2,2,2,2,1,0,1,0,0,1,0,8,45,59,75,40,11,4,2,4,0,157,122,134,117,53
1,1,1,1,0,1,1,11,3,0,2,1,6,154,18,157,19,1,0,0,1,0,154,105,238,122,53
1,1,2,1,1,2,1,7,1,1,1,1,114,113,154,119,29,4,0,0,2,0,57,58,40,29,18
2,1,2,2,0,1,1,1,0,0,1,1,51,134,157,114,236,7,2,0,1,0,57,64,105,31,8
1,1,2,1,1,2,1,10,2,1,1,1,41,154,157,498,3,4,0,0,2,0,61,1,64,105,11
1,1,1,1,0,2,1,10,1,0,2,1,53,420,157,141,84,0,0,0,1,0,11,245,141,23,57
1,1,1,1,1,1,1,9,2,1,2,1,121,238,157,86,154,0,0,0,0,0,18,157,101,91,141
1,1,2,1,1,1,0,11,3,1,2,0,31,122,18,240,11,4,0,0,0,0,141,6,28,31,238
1,1,2,1,1,1,0,11,3,1,3,0,23,17,102,53,67,6,0,0,0,0,51,62,23,157,238
2,2,2,2,0,2,2,0,0,0,1,0,84,154,23,157,31,8,1,0,2,1,238,157,105,7,240
1,2,1,0,0,1,1,7,0,0,3,1,54,114,157,31,122,2,0,0,0,0,53,141,105,69,6
1,1,1,1,1,2,0,9,2,1,0,0,121,29,40,154,150,6,0,0,2,0,202,157,7,154,31
1,1,1,1,0,2,2,9,2,0,1,0,154,67,238,40,6,6,0,0,2,1,51,74,105,24,121
2,1,2,2,2,1,0,1,0,0,1,0,53,8,238,119,17,9,2,1,1,0,31,238,35,90,105
1,1,1,1,1,1,0,10,3,1,4,0,19,157,38,122,114,2,0,0,0,0,86,24,55,114,154
1,1,1,1,1,1,1,9,1,1,5,1,31,157,238,119,57,2,0,0,0,0,67,119,11,157,69
2,1,2,2,2,1,0,2,0,0,3,0,113,59,7,126,201,10,3,2,1,0,121,18,28,60,40
2,2,2,2,2,2,0,0,0,0,0,0,61,53,3,7,122,11,2,1,3,0,412,119,92,80,141
1,1,1,1,1,2,1,11,6,2,3,1,114,412,38,117,154,0,0,0,2,0,117,154,114,76,122
1,1,1,1,1,1,1,10,2,1,2,1,103,90,51,113,23,1,0,0,1,0,53,240,1,154,11
1,1,1,2,2,2,0,11,4,1,2,0,31,238,121,420,51,4,1,1,3,0,31,161,157,107,77
2,2,2,2,2,2,0,2,0,0,1,0,53,18,245,57,154,7,1,1,1,0,53,91,238,-1,33
2,1,2,2,0,1,2,2,0,0,2,0,51,114,23,53,90,8,1,0,1,1,157,84,105,11,154
1,2,2,1,1,2,0,9,2,1,2,0,154,157,114,122,105,5,1,0,2,0,105,157,53,64,92
2,2,2,2,0,1,0,0,0,0,1,0,80,119,42,127,64,11,3,0,2,0,29,157,92,122,498
1,2,2,1,0,2,0,10,2,0,1,0,31,34,412,222,68,5,0,0,2,0,53,157,141,29,64
1,2,1,1,1,1,0,9,2,1,2,0,117,40,141,55,19,1,0,0,0,0,40,141,31,113,119
2,2,1,2,0,2,0,5,1,0,1,0,6,113,119,23,29,8,1,0,3,0,12,157,18,103,122
2,1,2,2,2,1,0,4,1,0,1,0,11,31,16,64,238,11,3,1,3,0,141,18,11,497,157
1,2,1,2,1,1,0,7,1,1,2,0,157,516,86,63,67,9,2,0,1,0,122,53,19,75,105
1,2,2,2,2,1,0,8,2,1,3,0,157,427,35,412,516,8,2,1,1,0,238,59,498,19,53
1,1,1,1,1,1,0,11,3,1,2,0,31,134,18,238,119,0,0,0,0,0,40,96,498,114,126
1,2,1,1,1,2,2,9,2,2,1,0,90,11,122,19,67,2,0,0,3,1,57,119,113,45,40
2,2,2,2,0,2,0,2,0,0,0,0,119,122,19,18,29,10,2,0,3,0,117,141,75,90,134
2,2,1,0,1,1,0,5,0,1,3,0,53,31,57,157,154,6,0,1,0,0,40,53,18,-1,154
2,1,2,2,2,2,0,5,0,0,2,0,40,238,122,31,16,8,1,2,2,0,122,157,31,18,67
1,2,2,1,1,2,0,9,1,1,0,0,40,41,122,63,7,3,0,0,3,0,105,92,40,75,113
2,2,2,2,0,1,0,6,0,0,4,0,119,23,157,67,75,9,1,0,0,0,498,497,238,53,122
2,1,1,2,2,1,1,4,0,0,3,1,31,117,-1,40,114,7,1,1,1,0,31,157,119,11,40
1,1,1,1,0,0,1,7,1,0,0,1,157,238,53,11,29,1,0,0,0,0,53,122,83,18,38
2,2,2,2,2,2,0,3,0,0,1,0,245,67,53,55,105,11,3,1,2,0,238,23,75,53,51
1,2,1,1,1,1,0,10,2,1,2,0,516,16,141,31,122,2,0,0,0,0,157,31,84,238,92
1,2,1,1,2,1,0,10,2,0,4,0,119,31,67,24,-1,3,0,1,0,0,516,45,40,11,122
1,1,1,1,0,2,1,10,2,0,1,1,29,12,59,90,41,1,0,0,1,0,134,40,11,18,117
1,2,2,2,2,1,1,9,1,0,2,1,157,90,80,31,58,8,1,1,1,0,141,53,40,498,61
2,1,2,2,2,2,0,3,0,0,1,0,53,117,114,40,18,11,4,1,4,0,16,126,39,141,105
1,2,2,1,1,2,0,8,1,2,2,0,497,119,238,31,157,4,0,0,2,0,5,157,103,19,38
1,1,1,1,1,1,1,8,1,1,3,1,122,238,157,67,51,1,0,0,0,0,141,238,51,84,42
2,1,1,2,2,2,0,5,0,0,2,0,40,112,119,6,90,9,1,1,1,0,31,51,143,154,91
1,1,2,1,0,2,0,6,1,0,2,0,117,18,16,40,31,2,0,0,1,0,11,119,201,38,114
2,2,2,2,2,2,2,1,0,0,1,0,40,63,75,105,29,11,3,1,2,1,80,412,53,29,17
1,1,1,1,1,1,1,10,2,1,3,1,105,24,45,64,53,0,0,0,0,0,105,63,122,103,32
2,2,1,2,2,1,0,4,0,0,2,0,19,31,154,105,157,7,1,2,1,0,40,57,141,55,238
2,2,2,2,0,2,0,1,0,0,0,0,99,3,12,154,23,10,2,0,3,0,119,51,238,64,61
2,2,2,2,1,1,0,10,1,1,3,0,498,34,90,83,157,8,2,1,1,0,516,150,57,122,55
2,2,2,2,0,2,1,1,0,0,0,1,154,119,85,18,134,9,1,0,1,0,157,90,40,31,117
1,1,2,1,0,2,0,7,1,0,1,0,117,40,67,31,25,3,0,0,1,0,420,105,51,53,31
2,2,1,0,0,2,0,3,0,0,0,0,157,117,64,-1,-1,7,0,0,3,0,141,40,31,117,53
2,1,1,2,2,1,1,2,0,0,1,1,157,119,99,267,75,10,2,1,1,0,18,154,516,55,29
2,1,2,2,0,2,0,0,0,0,0,0,154,92,67,238,119,9,2,0,1,0,157,92,53,154,67
2,2,1,2,2,1,1,3,0,0,2,1,427,157,92,154,53,9,1,2,2,0,105,114,157,154,117
1,2,1,0,0,1,1,3,0,0,1,1,64,117,141,119,28,1,0,0,0,0,154,29,53,9,157
1,2,1,1,1,1,1,9,1,1,3,1,68,136,31,25,26,1,0,0,1,0,91,119,11,31,28
1,1,1,1,1,2,2,10,2,1,2,0,6,31,34,29,157,4,0,0,1,1,55,117,99,11,157
2,2,2,0,0,2,2,0,0,0,0,0,134,157,105,55,122,2,0,0,2,1,5,11,157,119,67
2,2,1,2,1,1,1,5,0,1,3,1,31,-1,238,19,33,10,2,1,1,0,119,54,134,141,31
2,1,2,2,1,2,2,5,0,1,0,0,122,1,90,157,69,11,3,0,5,1,59,122,238,119,75
1,1,1,2,2,2,1,8,1,1,3,1,498,119,38,105,103,8,4,1,1,0,238,51,117,19,157
2,2,2,2,2,1,2,3,0,0,4,0,19,75,53,18,103,11,3,2,0,1,23,201,29,53,31
1,1,1,0,0,1,0,3,0,0,2,0,21,122,101,64,420,0,0,0,0,0,157,23,86,53,122
2,1,2,2,0,2,0,3,0,0,0,0,157,412,75,498,64,7,1,0,2,0,24,11,202,238,157
1,1,1,1,0,1,1,11,2,0,2,1,157,122,84,53,51,1,0,0,1,0,113,114,40,122,51
2,1,1,2,0,1,0,1,0,0,1,0,106,120,238,31,53,9,3,0,3,0,84,90,114,31,1
1,2,2,1,1,1,2,7,1,1,2,0,59,86,3,7,43,5,0,0,0,1,18,51,516,157,11
1,1,1,1,1,2,1,11,3,1,1,1,69,96,79,157,498,2,0,0,1,0,266,497,60,117,38
2,2,2,2,0,1,2,0,0,0,1,0,154,51,105,75,40,10,2,0,2,1,40,31,18,67,11
2,2,2,2,0,2,0,0,0,0,0,0,31,122,25,427,32,7,1,0,3,0,91,114,236,122,238
2,2,2,2,1,1,0,4,0,1,1,0,53,38,31,122,157,8,1,1,4,0,90,117,150,40,134
1,2,1,1,0,1,0,7,1,0,1,0,222,103,432,53,86,2,0,0,0,0,157,3,119,103,131
2,2,2,2,2,1,0,3,0,0,2,0,498,421,119,40,22,7,1,1,1,0,119,3,53,238,117
1,2,2,1,1,2,2,11,4,2,3,0,117,245,59,51,114,6,0,1,1,1,157,103,38,154,19
2,2,2,2,0,2,2,0,0,0,0,0,157,51,150,79,222,11,1,0,2,1,157,122,23,245,11
2,1,1,2,2,1,0,4,0,0,3,0,113,122,119,79,31,8,1,1,0,0,141,223,412,19,23
2,0,0,0,0,0,0,0,0,0,0,0,119,122,154,19,238,0,0,0,0,0,10,19,54,40,238
1,1,1,1,2,2,0,9,1,0,1,0,11,6,268,31,141,3,0,1,2,0,40,157,6,154,119
2,2,2,0,0,1,2,0,0,0,1,0,141,120,75,51,40,3,0,0,1,1,31,53,80,238,117
2,2,2,1,1,1,2,11,4,2,3,0,157,121,114,119,1,11,4,1,2,1,114,81,68,31,238
1,1,2,1,0,1,2,6,1,0,1,0,74,141,79,31,105,2,0,0,0,1,157,141,516,69,31
1,1,1,1,2,1,0,10,3,1,2,0,29,91,45,498,122,2,0,1,2,0,55,141,122,238,102
2,2,1,1,1,2,0,4,1,1,1,0,498,35,7,157,154,11,2,0,2,0,7,19,157,420,498
2,2,2,2,0,2,2,1,0,0,0,0,86,266,122,238,92,11,2,0,2,1,119,21,134,420,64
1,1,1,1,1,1,0,9,4,1,4,0,5,157,119,11,-1,3,0,0,0,0,238,432,90,516,19
1,2,2,2,2,2,2,7,1,0,0,0,24,31,18,238,57,7,1,1,3,1,40,29,18,157,238
2,2,2,2,0,1,2,3,0,0,1,0,498,17,29,157,134,7,1,0,3,1,53,238,114,131,55
2,2,1,1,2,2,0,8,3,1,0,0,67,11,122,63,119,9,1,1,4,0,53,67,23,80,157
1,2,1,1,1,1,2,10,2,1,1,0,51,3,157,119,498,3,0,0,1,1,68,3,57,114,157
1,1,1,2,1,1,0,10,2,1,2,0,238,119,11,80,24,9,3,0,1,0,122,157,141,103,516
2,2,2,0,0,2,2,0,0,0,0,0,154,96,3,105,45,6,0,0,2,1,201,29,92,85,114
1,1,2,1,0,2,1,6,1,0,0,1,238,31,90,117,40,3,0,0,2,0,113,53,105,516,17
2,1,2,2,2,2,0,3,0,0,1,0,75,122,238,6,154,9,1,1,2,0,55,141,157,11,114
2,1,1,2,2,2,0,3,0,0,0,0,120,91,80,516,90,7,1,1,3,0,141,53,64,157,40
1,1,1,1,1,2,1,7,1,1,2,1,31,40,412,51,64,1,0,0,1,0,61,119,13,117,40
2,1,1,2,2,1,1,6,0,0,3,1,90,122,53,29,92,9,2,1,1,0,134,103,53,122,222
1,2,1,1,0,1,1,11,3,0,2,1,51,1,45,81,103,1,0,0,0,0,1,53,119,122,157
2,2,2,2,0,1,2,1,0,0,1,0,96,113,38,57,429,7,1,0,0,1,40,157,29,117,429
2,1,1,2,2,1,2,2,0,0,1,0,8,35,90,157,40,11,3,1,1,1,16,6,67,28,55
2,2,1,1,2,1,0,9,3,0,2,0,42,17,150,114,89,10,2,1,2,0,238,105,412,61,420
2,2,1,1,2,1,0,7,1,0,2,0,6,157,18,57,122,9,2,1,0,0,11,498,53,245,238
2,2,1,2,2,2,0,3,0,0,0,0,92,40,11,31,154,9,1,1,4,0,25,31,29,141,122
1,1,1,1,0,0,0,5,1,0,0,0,122,105,516,31,34,0,0,0,0,0,51,29,24,103,40
2,2,2,2,0,1,2,0,0,0,1,0,498,64,31,84,83,9,1,0,1,1,238,17,23,55,119
1,1,1,1,1,2,1,8,1,1,1,1,18,157,238,110,19,4,0,0,2,0,157,74,238,126,117
1,2,1,1,0,2,1,9,1,0,1,1,31,131,91,19,134,1,0,0,1,0,121,154,75,91,157
2,2,2,0,0,2,0,0,0,0,0,0,516,18,157,412,154,4,0,0,1,0,92,157,236,53,17
2,2,2,2,1,1,2,5,0,1,2,0,58,51,69,104,105,10,1,0,4,1,238,105,202,157,164
2,1,1,0,2,2,2,2,0,0,0,0,80,238,105,157,201,4,0,1,2,1,40,119,157,122,238
1,1,1,1,0,1,1,8,1,0,2,1,99,53,1,11,122,0,0,0,0,0,238,157,11,23,51
2,2,1,2,0,2,0,4,0,0,2,0,117,122,12,164,238,7,1,0,2,0,31,16,29,67,113
2,2,2,2,2,2,2,1,0,0,0,0,238,157,31,122,69,9,2,1,2,1,45,117,11,18,31
2,1,2,2,2,1,2,2,0,0,1,0,122,75,64,516,412,9,2,1,2,1,18,150,122,55,29
1,1,1,0,0,1,1,4,0,0,1,1,29,31,238,18,141,0,0,0,0,0,105,141,40,516,254
1,1,1,1,1,1,1,10,2,2,3,1,31,18,117,40,141,3,0,0,0,0,96,29,24,40,117
2,1,2,0,0,2,0,0,0,0,0,0,24,19,67,29,18,4,0,0,1,0,75,18,238,67,117
1,1,1,1,1,2,1,11,5,1,2,1,7,31,-1,105,29,0,0,0,1,0,141,57,75,157,19
1,2,1,1,0,1,1,11,3,0,3,1,119,8,238,51,154,3,0,0,0,0,51,122,63,245,25
2,2,2,0,0,2,2,0,0,0,0,0,40,238,157,53,24,5,0,0,1,1,57,29,238,19,18
1,2,2,1,2,1,0,10,2,0,3,0,90,154,38,6,31,3,0,1,0,0,114,412,6,31,105
1,2,1,1,0,1,1,11,3,0,2,1,119,31,157,238,51,0,0,0,0,0,53,238,119,114,420
2,1,2,1,2,2,0,8,1,1,0,0,122,67,117,105,31,8,2,1,4,0,157,122,40,238,119
1,1,2,1,1,2,2,9,2,1,2,0,57,429,114,157,238,3,0,0,1,1,38,29,51,31,40
1,1,2,1,2,1,2,9,1,1,2,0,11,31,19,55,113,2,0,1,1,1,122,40,16,117,69
1,2,1,1,0,1,2,8,1,0,2,0,157,122,51,238,141,0,0,0,0,1,202,154,27,2,117
1,2,1,1,0,1,0,9,1,0,2,0,102,40,238,18,91,0,0,0,0,0,122,29,90,19,105
1,2,2,1,0,1,2,10,3,0,3,0,238,103,157,35,7,5,0,0,1,1,92,17,105,154,157
1,1,1,1,1,2,0,9,1,1,0,0,105,141,154,90,114,5,0,0,4,0,105,122,114,134,119
2,2,2,2,2,2,1,1,0,0,0,1,31,154,67,105,141,9,2,1,3,0,92,29,238,1,11
1,2,1,1,0,1,1,5,1,0,2,1,157,29,238,114,111,1,0,0,0,0,61,117,164,11,7
1,1,2,1,1,2,2,8,2,2,1,0,113,40,31,57,103,5,0,0,2,1,40,113,117,38,18
2,2,1,2,2,2,1,4,0,0,1,1,86,1,31,53,122,11,3,1,2,0,61,85,29,31,53
2,1,2,2,2,2,0,1,0,0,0,0,23,84,24,498,122,11,3,1,1,0,53,105,114,122,154
1,2,2,2,2,1,1,8,2,1,4,1,119,157,141,51,122,9,3,1,1,0,105,114,157,236,154
2,2,2,2,0,2,1,1,0,0,0,1,157,67,238,55,141,8,1,0,2,0,31,57,24,91,75
1,2,0,0,0,0,0,0,0,0,0,0,18,117,105,40,24,0,0,0,0,0,29,113,18,238,40
2,1,2,2,0,2,0,2,0,0,1,0,420,141,29,134,238,10,2,0,3,0,141,19,238,75,57
1,2,1,1,0,1,0,11,2,0,3,0,122,110,53,67,69,2,0,0,0,0,23,117,114,17,119
1,1,1,1,1,1,1,10,2,1,2,1,67,90,141,31,119,2,0,0,0,0,23,154,24,18,53
2,1,1,2,0,1,2,2,0,0,1,0,67,117,157,141,31,9,2,0,1,1,16,29,119,141,28
2,1,1,2,1,2,1,6,0,1,1,1,114,141,91,29,7,10,2,0,2,0,238,114,31,69,11
2,1,2,2,2,1,2,1,0,0,1,0,497,157,24,18,11,11,3,1,2,1,126,64,51,122,157
1,1,2,0,1,1,2,5,0,1,3,0,114,29,18,31,57,5,0,0,0,1,157,412,238,31,154
1,1,1,1,2,2,0,9,2,0,1,0,53,57,141,6,114,3,0,1,2,0,238,516,412,114,40
1,2,2,2,1,2,0,5,1,2,0,0,105,117,59,121,75,10,2,0,4,0,39,11,40,117,7
1,1,1,1,2,2,2,11,5,0,2,0,245,25,157,55,154,3,0,1,2,1,28,157,122,420,119
2,1,2,2,0,1,0,1,0,0,1,0,21,105,51,84,420,9,1,0,0,0,143,11,222,40,121
2,2,2,2,2,2,0,7,0,0,2,0,141,107,412,81,420,10,3,2,1,0,154,157,122,245,63
1,1,1,1,1,1,0,11,4,2,3,0,238,64,117,11,154,0,0,0,0,0,-1,105,238,134,236
2,1,1,2,2,1,1,4,0,0,2,1,58,40,92,25,31,8,1,1,1,0,29,91,64,516,122
